source	id	datetime	species	area_cover[-]	area_fraction[-]	n_tree[ha-1]	vol_tree[m3ha-1]	h_max[m]	h_min[m]	diam_ground[m]	diam_breast[m]	depth[m]	sla[m2kg-1]	lai[-]	crown_diam_ratio[-]	sap_fol_ratio[-]	branch_fraction[-]	DW_stem_wood[kgm-2]	DW_branch_wood[kgm-2]	DW_root_wood[kgm-2]
setup	0	2005-01-22 23:00:00	ACTO	1	0.254318	49.994	56.9761	20	15.5854	0.805201	0.4	1.5	96.3155	0.0509929	20.1199	35.4241	0.200036	4.0409	1.01045	8.24168
setup	0	2005-01-22 23:00:00	:ALL:	1	1.09432	49.994	56.9761	20	15.5854	0.805201	0.4	1.5	2472.32	17.5902	20.1199	35.4241	0.200036	4.0409	1.01045	8.24168
setup	0	2005-01-23 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.83395	1	0	0	0	0	0
setup	0	2005-01-23 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.703	1	0	0	0	0	0
setup	0	2005-01-23 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-23 23:00:00	ACTO	1	0.254317	49.9937	56.9724	20	15.5854	0.805201	0.4	1.5	96.3155	0.0544953	20.1199	35.4241	0.200036	4.04054	1.01036	8.24095
setup	0	2005-01-23 23:00:00	:ALL:	1	1.09432	49.9937	56.9724	20	15.5854	0.805201	0.4	1.5	2472.32	17.5914	20.1199	35.4241	0.200036	4.04054	1.01036	8.24095
setup	0	2005-01-24 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.80527	1	0	0	0	0	0
setup	0	2005-01-24 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.7239	1	0	0	0	0	0
setup	0	2005-01-24 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-24 23:00:00	ACTO	1	0.254315	49.9934	56.9689	20	15.5854	0.805201	0.4	1.5	96.3155	0.0582084	20.1199	35.4241	0.200036	4.04019	1.01028	8.24023
setup	0	2005-01-24 23:00:00	:ALL:	1	1.09432	49.9934	56.9689	20	15.5854	0.805201	0.4	1.5	2472.32	17.5874	20.1199	35.4241	0.200036	4.04019	1.01028	8.24023
setup	0	2005-01-25 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.77553	1	0	0	0	0	0
setup	0	2005-01-25 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.7464	1	0	0	0	0	0
setup	0	2005-01-25 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-25 23:00:00	ACTO	1	0.254314	49.9932	56.9657	20	15.5854	0.805201	0.4	1.5	96.3155	0.0621426	20.1199	35.4241	0.200036	4.03985	1.01019	8.23953
setup	0	2005-01-25 23:00:00	:ALL:	1	1.09431	49.9932	56.9657	20	15.5854	0.805201	0.4	1.5	2472.32	17.5841	20.1199	35.4241	0.200036	4.03985	1.01019	8.23953
setup	0	2005-01-26 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.74472	1	0	0	0	0	0
setup	0	2005-01-26 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.7649	1	0	0	0	0	0
setup	0	2005-01-26 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-26 23:00:00	ACTO	1	0.254312	49.9929	56.9625	20	15.5854	0.805201	0.4	1.5	96.3155	0.0663086	20.1199	35.4241	0.200036	4.0395	1.0101	8.23883
setup	0	2005-01-26 23:00:00	:ALL:	1	1.09431	49.9929	56.9625	20	15.5854	0.805201	0.4	1.5	2472.32	17.5759	20.1199	35.4241	0.200036	4.0395	1.0101	8.23883
setup	0	2005-01-27 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.7128	1	0	0	0	0	0
setup	0	2005-01-27 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.7776	1	0	0	0	0	0
setup	0	2005-01-27 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-27 23:00:00	ACTO	1	0.254311	49.9926	56.9596	20	15.5854	0.805201	0.4	1.5	96.3155	0.0707177	20.1199	35.4241	0.200036	4.03917	1.01002	8.23815
setup	0	2005-01-27 23:00:00	:ALL:	1	1.09431	49.9926	56.9596	20	15.5854	0.805201	0.4	1.5	2472.32	17.5612	20.1199	35.4241	0.200036	4.03917	1.01002	8.23815
setup	0	2005-01-28 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.67977	1	0	0	0	0	0
setup	0	2005-01-28 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.7895	1	0	0	0	0	0
setup	0	2005-01-28 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-28 23:00:00	ACTO	1	0.25431	49.9923	56.9567	20	15.5854	0.805201	0.4	1.5	96.3155	0.0753813	20.1199	35.4241	0.200036	4.03883	1.00994	8.23747
setup	0	2005-01-28 23:00:00	:ALL:	1	1.09431	49.9923	56.9567	20	15.5854	0.805201	0.4	1.5	2472.32	17.5446	20.1199	35.4241	0.200036	4.03883	1.00994	8.23747
setup	0	2005-01-29 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.6456	1	0	0	0	0	0
setup	0	2005-01-29 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.7973	1	0	0	0	0	0
setup	0	2005-01-29 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-29 23:00:00	ACTO	1	0.254308	49.9921	56.9538	20	15.5854	0.805201	0.4	1.5	96.3155	0.0803113	20.1199	35.4241	0.200036	4.03849	1.00985	8.23677
setup	0	2005-01-29 23:00:00	:ALL:	1	1.09431	49.9921	56.9538	20	15.5854	0.805201	0.4	1.5	2472.32	17.5232	20.1199	35.4241	0.200036	4.03849	1.00985	8.23677
setup	0	2005-01-30 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.61029	1	0	0	0	0	0
setup	0	2005-01-30 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.7973	1	0	0	0	0	0
setup	0	2005-01-30 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-30 23:00:00	ACTO	1	0.254307	49.9918	56.95	20	15.5854	0.805201	0.4	1.5	96.3155	0.0855198	20.1199	35.4241	0.200036	4.03807	1.00975	8.23592
setup	0	2005-01-30 23:00:00	:ALL:	1	1.09431	49.9918	56.95	20	15.5854	0.805201	0.4	1.5	2472.32	17.4931	20.1199	35.4241	0.200036	4.03807	1.00975	8.23592
setup	0	2005-01-31 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.5738	1	0	0	0	0	0
setup	0	2005-01-31 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.7973	1	0	0	0	0	0
setup	0	2005-01-31 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-01-31 23:00:00	ACTO	1	0.254305	49.9915	56.9472	20	15.5854	0.805201	0.4	1.5	96.3155	0.0910193	20.1199	35.4241	0.200036	4.03772	1.00966	8.2352
setup	0	2005-01-31 23:00:00	:ALL:	1	1.09431	49.9915	56.9472	20	15.5854	0.805201	0.4	1.5	2472.32	17.4621	20.1199	35.4241	0.200036	4.03772	1.00966	8.2352
setup	0	2005-02-01 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.53614	1	0	0	0	0	0
setup	0	2005-02-01 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.7973	1	0	0	0	0	0
setup	0	2005-02-01 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
setup	0	2005-02-01 23:00:00	ACTO	1	0.254304	49.9912	56.945	20	15.5854	0.805201	0.4	1.5	96.3155	0.0968229	20.1199	35.4241	0.200036	4.03739	1.00958	8.23453
setup	0	2005-02-01 23:00:00	:ALL:	1	1.0943	49.9912	56.945	20	15.5854	0.805201	0.4	1.5	2472.32	17.4302	20.1199	35.4241	0.200036	4.03739	1.00958	8.23453
setup	0	2005-02-02 23:00:00	PERG	1	0.8	0	0	1.95	0	0	0	0.975	552	4.49728	1	0	0	0	0	0
setup	0	2005-02-02 23:00:00	PECL	1	0.04	0	0	1.75	0	0	0	0.77	1400	12.7973	1	0	0	0	0	0
setup	0	2005-02-02 23:00:00	ANGA	1	0	0	0	1.5	0	0	0	1.5	424	0	1	0	0	0	0	0
